conductivity,coords,dT_dt,density,object,object_id,temperature,viscosity,zminus_index,zplus_index
40.0,5780.0,-0.00030293969953163467,0.0,1.0,B287,2215.1767712401775,0.0,288,290
40.0,5800.0,-0.00030233127754399904,0.0,1.0,B288,2215.6792827227428,0.0,289,291
40.0,5820.0,-0.0003017047702542186,0.0,1.0,B289,2216.1787709377454,0.0,290,292
40.0,5840.0,-0.00030106030403658223,0.0,1.0,B290,2216.6752421499427,0.0,291,293
40.0,5860.0,-0.0003003980068115197,0.0,1.0,B291,2217.1687028036777,0.0,292,294
40.0,5880.0,-0.000299718009227945,0.0,1.0,B292,2217.659159521595,0.0,293,295
40.0,5900.0,-0.00029902044307164035,0.0,1.0,B293,2218.1466191033414,0.0,294,296
40.0,5920.0,-0.0002983054427659227,0.0,1.0,B294,2218.631088524243,0.0,295,297
40.0,5940.0,-0.00029757314405287616,0.0,1.0,B295,2219.1125749339626,0.0,296,298
40.0,5960.0,-0.0002968236848573724,0.0,1.0,B296,2219.5910856551427,0.0,297,299
40.0,5980.0,-0.00029605720474137345,0.0,1.0,B297,2220.0666281820268,0.0,298,300
40.0,6000.0,-0.00029527384499488106,0.0,1.0,B298,2220.5392101790626,0.0,299,301
40.0,6020.0,-0.0002944737488633109,0.0,1.0,B299,2221.0088394794893,0.0,300,302
40.0,6040.0,-0.00029365706095632046,0.0,1.0,B300,2221.475524083907,0.0,301,303
40.0,6060.0,-0.0002928239277935063,0.0,1.0,B301,2221.9392721588283,0.0,302,304
40.0,6080.0,-0.00029197449744060576,0.0,1.0,B302,2222.400092035214,0.0,303,305
40.0,6100.0,-0.00029110891937307316,0.0,1.0,B303,2222.8579922069953,0.0,304,306
40.0,6120.0,-0.0002902273447944026,0.0,1.0,B304,2223.3129813295736,0.0,305,307
40.0,6140.0,-0.00028932992627233033,0.0,1.0,B305,2223.7650682183144,0.0,306,308
40.0,6160.0,-0.0002884168180116831,0.0,1.0,B306,2224.2142618470166,0.0,307,309
40.0,6180.0,-0.0002874881751722569,0.0,1.0,B307,2224.660571346375,0.0,308,310
40.0,6200.0,-0.0002865441548692615,0.0,1.0,B308,2225.104006002425,0.0,309,311
40.0,6220.0,-0.00028558491521835094,0.0,1.0,B309,2225.5445752549754,0.0,310,312
40.0,6240.0,-0.0002846106154720474,0.0,1.0,B310,2225.9822886960237,0.0,311,313
40.0,6260.0,-0.00028362141633806457,0.0,1.0,B311,2226.4171560681652,0.0,312,314
40.0,6280.0,-0.0002826174798428838,0.0,1.0,B312,2226.8491872629875,0.0,313,315
40.0,6300.0,-0.0002815989687860565,0.0,1.0,B313,2227.278392319447,0.0,314,316
40.0,6320.0,-0.00028056604742232594,0.0,1.0,B314,2227.704781422245,0.0,315,317
40.0,6340.0,-0.0002795188805976068,0.0,1.0,B315,2228.128364900182,0.0,316,318
40.0,6360.0,-0.00027845763493132835,0.0,1.0,B316,2228.5491532245105,0.0,317,319
40.0,6380.0,-0.000277382477224819,0.0,1.0,B317,2228.9671570072696,0.0,318,320
40.0,6400.0,-0.0002762935757800733,0.0,1.0,B318,2229.382386999616,0.0,319,321
40.0,6420.0,-0.00027519109935383315,0.0,1.0,B319,2229.7948540901416,0.0,320,322
40.0,6440.0,-0.00027407521779423407,0.0,1.0,B320,2230.204569303187,0.0,321,323
40.0,6460.0,-0.0002729461016770074,0.0,1.0,B321,2230.6115437971403,0.0,322,324
40.0,6480.0,-0.00027180392230548024,0.0,1.0,B322,2231.0157888627355,0.0,323,325
40.0,6500.0,-0.0002706488518469996,0.0,1.0,B323,2231.417315921335,0.0,324,326
40.0,6520.0,-0.0002694810626508115,0.0,1.0,B324,2231.816136523213,0.0,325,327
40.0,6540.0,-0.0002683007282485051,0.0,1.0,B325,2232.2122623458276,0.0,326,328
40.0,6560.0,-0.0002671080223080935,0.0,1.0,B326,2232.6057051920884,0.0,327,329
40.0,6580.0,-0.00026590311931613543,0.0,1.0,B327,2232.9964769886187,0.0,328,330
40.0,6600.0,-0.0002646861939410883,0.0,1.0,B328,2233.384589784012,0.0,329,331
40.0,6620.0,-0.00026345742144258106,0.0,1.0,B329,2233.770055747084,0.0,330,332
40.0,6640.0,-0.0002622169773530913,0.0,1.0,B330,2234.15288716512,0.0,331,333
40.0,6660.0,-0.000260965037796268,0.0,1.0,B331,2234.533096442121,0.0,332,334
40.0,6680.0,-0.0002597017788048106,0.0,1.0,B332,2234.910696097043,0.0,333,335
40.0,6700.0,-0.00025842737677521653,0.0,1.0,B333,2235.2856987620344,0.0,334,336
40.0,6720.0,-0.0002571420085132559,0.0,1.0,B334,2235.658117180674,0.0,335,337
40.0,6740.0,-0.0002558458506427996,0.0,1.0,B335,2236.0279642062023,0.0,336,338
40.0,6760.0,-0.00025453907987866843,0.0,1.0,B336,2236.3952527997562,0.0,337,339
40.0,6780.0,-0.0002532218735723291,0.0,1.0,B337,2236.7599960286,0.0,338,340
40.0,6800.0,-0.00025189440807480426,0.0,1.0,B338,2237.1222070643566,0.0,339,341
40.0,6820.0,-0.0002505568608285103,0.0,1.0,B339,2237.4818991812363,0.0,340,342
40.0,6840.0,-0.0002492094080480456,0.0,1.0,B340,2237.8390857542718,0.0,341,343
40.0,6860.0,-0.0002478522267210792,0.0,1.0,B341,2238.1937802575485,0.0,342,344
40.0,6880.0,-0.0002464854932441085,0.0,1.0,B342,2238.545996262438,0.0,343,345
40.0,6900.0,-0.00024510938378625725,0.0,1.0,B343,2238.895747435835,0.0,344,346
40.0,6920.0,-0.0002437240743347502,0.0,1.0,B344,2239.2430475383944,0.0,345,347
40.0,6940.0,-0.000242329740558489,0.0,1.0,B345,2239.5879104227706,0.0,346,348
40.0,6960.0,-0.00024092655762615324,0.0,1.0,B346,2239.9303500318647,0.0,347,349
40.0,6980.0,-0.000239514700615473,0.0,1.0,B347,2240.2703803970676,0.0,348,350
40.0,7000.0,-0.00023809434383110782,0.0,1.0,B348,2240.6080156365138,0.0,349,351
40.0,7020.0,-0.0002366656611684448,0.0,1.0,B349,2240.9432699533363,0.0,350,352
40.0,7040.0,-0.00023522882606812344,0.0,1.0,B350,2241.2761576339285,0.0,351,353
40.0,7060.0,-0.00023378401137961192,0.0,1.0,B351,2241.6066930462084,0.0,352,354
40.0,7080.0,-0.00023233138931573195,0.0,1.0,B352,2241.9348906378937,0.0,353,355
40.0,7100.0,-0.00023087113122528534,0.0,1.0,B353,2242.2607649347756,0.0,354,356
40.0,7120.0,-0.00022940340827517502,0.0,1.0,B354,2242.584330539007,0.0,355,357
40.0,7140.0,-0.00022792839017711232,0.0,1.0,B355,2242.9056021273936,0.0,356,358
40.0,7160.0,-0.00022644624636996012,0.0,1.0,B356,2243.224594449693,0.0,357,359
40.0,7180.0,-0.00022495714538308678,0.0,1.0,B357,2243.5413223269215,0.0,358,360
40.0,7200.0,-0.00022346125469994147,0.0,1.0,B358,2243.8558006496705,0.0,359,361
40.0,7220.0,-0.00022195874089447898,0.0,1.0,B359,2244.1680443764308,0.0,360,362
40.0,7240.0,-0.00022044976990400755,0.0,1.0,B360,2244.4780685319242,0.0,361,363
40.0,7260.0,-0.00021893450621064404,0.0,1.0,B361,2244.7858882054506,0.0,362,364
40.0,7280.0,-0.0002174131137508084,0.0,1.0,B362,2245.091518549237,0.0,363,365
40.0,7300.0,-0.0002158857549147797,0.0,1.0,B363,2245.394974776802,0.0,364,366
40.0,7320.0,-0.00021435259131976636,0.0,1.0,B364,2245.6962721613295,0.0,365,367
40.0,7340.0,-0.00021281378344610856,0.0,1.0,B365,2245.9954260340546,0.0,366,368
40.0,7360.0,-0.00021126949018253073,0.0,1.0,B366,2246.2924517826586,0.0,367,369
40.0,7380.0,-0.00020971986996300984,0.0,1.0,B367,2246.587364849678,0.0,368,370
40.0,7400.0,-0.0002081650790387357,0.0,1.0,B368,2246.8801807309246,0.0,369,371
40.0,7420.0,-0.00020660527311520128,0.0,1.0,B369,2247.1709149739186,0.0,370,372
40.0,7440.0,-0.00020504060621533425,0.0,1.0,B370,2247.4595831763336,0.0,371,373
40.0,7460.0,-0.00020347123113424457,0.0,1.0,B371,2247.746200984457,0.0,372,374
40.0,7480.0,-0.00020189729921185062,0.0,1.0,B372,2248.030784091661,0.0,373,375
40.0,7500.0,-0.00020031896037835397,0.0,1.0,B373,2248.3133482368908,0.0,374,376
40.0,7520.0,-0.00019873636324518884,0.0,1.0,B374,2248.593909203162,0.0,375,377
40.0,7540.0,-0.00019714965469574963,0.0,1.0,B375,2248.8724828160794,0.0,376,378
40.0,7560.0,-0.00019555898015823916,0.0,1.0,B376,2249.149084942365,0.0,377,379
40.0,7580.0,-0.00019396448374209285,0.0,1.0,B377,2249.4237314884035,0.0,378,380
40.0,7600.0,-0.00019236630769228216,0.0,1.0,B378,2249.6964383988034,0.0,379,381
40.0,7620.0,-0.00019076459279858683,0.0,1.0,B379,2249.967221654974,0.0,380,382
40.0,7640.0,-0.00018915947825917103,0.0,1.0,B380,2250.2360972737156,0.0,381,383
40.0,7660.0,-0.0001875511014077347,0.0,1.0,B381,2250.50308130583,0.0,382,384
40.0,7680.0,-0.00018593959812278625,0.0,1.0,B382,2250.768189834747,0.0,383,385
40.0,7700.0,-0.00018432510241837008,0.0,1.0,B383,2251.0314389751634,0.0,384,386
40.0,7720.0,-0.0001827077465804905,0.0,1.0,B384,2251.292844871706,0.0,385,387
40.0,7740.0,-0.00018108766125806143,0.0,1.0,B385,2251.5524236976066,0.0,386,388
40.0,7760.0,-0.0001794649752355326,0.0,1.0,B386,2251.8101916533965,0.0,387,389
40.0,7780.0,-0.0001778398152509908,0.0,1.0,B387,2252.0661649656186,0.0,388,390
40.0,7800.0,-0.0001762123067237553,0.0,1.0,B388,2252.32035988556,0.0,389,391
40.0,7820.0,-0.00017458257275393407,0.0,1.0,B389,2252.572792687997,0.0,390,392
40.0,7840.0,-0.00017295073475906975,0.0,1.0,B390,2252.823479669967,0.0,391,393
40.0,7860.0,-0.00017131691215581667,0.0,1.0,B391,2253.072437149551,0.0,392,394
40.0,7880.0,-0.00016968122267826402,0.0,1.0,B392,2253.319681464681,0.0,393,395
40.0,7900.0,-0.00016804378183223891,0.0,1.0,B393,2253.565228971962,0.0,394,396
40.0,7920.0,-0.00016640470339552847,0.0,1.0,B394,2253.8090960455193,0.0,395,397
40.0,7940.0,-0.00016476409900860743,0.0,1.0,B395,2254.051299075857,0.0,396,398
40.0,7960.0,-0.00016312207840201153,0.0,1.0,B396,2254.291854468745,0.0,397,399
40.0,7980.0,-0.0001614787493508629,0.0,1.0,B397,2254.5307786441203,0.0,398,400
40.0,8000.0,-0.00015983421753844594,0.0,1.0,B398,2254.768088035009,0.0,399,401
40.0,8020.0,-0.00015818858660168189,0.0,1.0,B399,2255.0037990864703,0.0,400,402
40.0,8040.0,-0.00015654195822207838,0.0,1.0,B400,2255.2379282545594,0.0,401,403
40.0,8060.0,-0.00015489443180740638,0.0,1.0,B401,2255.470492005311,0.0,402,404
40.0,8080.0,-0.00015324610517382096,0.0,1.0,B402,2255.701506813745,0.0,403,405
40.0,8100.0,-0.0001515970734089933,0.0,1.0,B403,2255.93098916289,0.0,404,406
40.0,8120.0,-0.0001499474300089787,0.0,1.0,B404,2256.1589555428304,0.0,405,407
40.0,8140.0,-0.00014829726610514628,0.0,1.0,B405,2256.385422449772,0.0,406,408
40.0,8160.0,-0.000146646670964401,0.0,1.0,B406,2256.61040638513,0.0,407,409
40.0,8180.0,-0.0001449957314889616,0.0,1.0,B407,2256.8339238546396,0.0,408,410
40.0,8200.0,-0.00014334453239825962,0.0,1.0,B408,2257.0559913674833,0.0,409,411
40.0,8220.0,-0.00014169315672916128,0.0,1.0,B409,2257.2766254354447,0.0,410,412
40.0,8240.0,-0.0001400416849719477,0.0,1.0,B410,2257.495842572079,0.0,411,413
40.0,8260.0,-0.00013839019557053688,0.0,1.0,B411,2257.7136592919073,0.0,412,414
40.0,8280.0,-0.0001367387647405849,0.0,1.0,B412,2257.9300921096337,0.0,413,415
40.0,8300.0,-0.00013508746692423302,0.0,1.0,B413,2258.1451575393803,0.0,414,416
40.0,8320.0,-0.000133436373926088,0.0,1.0,B414,2258.358872093945,0.0,415,417
40.0,8340.0,-0.00013178555582271656,0.0,1.0,B415,2258.571252284084,0.0,416,418
40.0,8360.0,-0.00013013508009862562,0.0,1.0,B416,2258.7823146178084,0.0,417,419
40.0,8380.0,-0.00012848501255575682,0.0,1.0,B417,2258.992075599712,0.0,418,420
40.0,8400.0,-0.00012683541663136564,0.0,1.0,B418,2259.20055173031,0.0,419,421
40.0,8420.0,-0.0001251863535344455,0.0,1.0,B419,2259.40775950541,0.0,420,422
40.0,8440.0,-0.00012353788233667728,0.0,1.0,B420,2259.613715415495,0.0,421,423
40.0,8460.0,-0.00012189006015432824,0.0,1.0,B421,2259.8184359451343,0.0,422,424
40.0,8480.0,-0.00012024294192087836,0.0,1.0,B422,2260.021937572412,0.0,423,425
40.0,8500.0,-0.0001185965801596467,0.0,1.0,B423,2260.2242367683793,0.0,424,426
40.0,8520.0,-0.00011695102580233652,0.0,1.0,B424,2260.425349996526,0.0,425,427
40.0,8540.0,-0.00011530632705216703,0.0,1.0,B425,2260.6252937122763,0.0,426,428
40.0,8560.0,-0.00011366253042979224,0.0,1.0,B426,2260.824084362501,0.0,427,429
40.0,8580.0,-0.00011201968022760412,0.0,1.0,B427,2261.0217383850545,0.0,428,430
40.0,8600.0,-0.00011037781869163154,0.0,1.0,B428,2261.2182722083344,0.0,429,431
40.0,8620.0,-0.00010873698570321722,0.0,1.0,B429,2261.413702250856,0.0,430,432
40.0,8640.0,-0.00010709721955208807,0.0,1.0,B430,2261.608044920854,0.0,431,433
40.0,8660.0,-0.00010545855616328481,0.0,1.0,B431,2261.801316615899,0.0,432,434
40.0,8680.0,-0.0001038210294154851,0.0,1.0,B432,2261.993533722541,0.0,433,435
40.0,8700.0,-0.00010218467114100349,0.0,1.0,B433,2262.1847126159673,0.0,434,436
40.0,8720.0,-0.00010054951130769042,0.0,1.0,B434,2262.3748696596867,0.0,435,437
40.0,8740.0,-9.89155778370332e-05,0.0,1.0,B435,2262.5640212052267,0.0,436,438
40.0,8760.0,-9.728289633130771e-05,0.0,1.0,B436,2262.7521835918587,0.0,437,439
40.0,8780.0,-9.565149098307301e-05,0.0,1.0,B437,2262.9393731463365,0.0,438,440
40.0,8800.0,-9.402138357472722e-05,0.0,1.0,B438,2263.12560618266,0.0,439,441
40.0,8820.0,-9.239259397872957e-05,0.0,1.0,B439,2263.310899001853,0.0,440,442
40.0,8840.0,-9.076514061234775e-05,0.0,1.0,B440,2263.495267891766,0.0,441,443
40.0,8860.0,-8.913903911889065e-05,0.0,1.0,B441,2263.678729126893,0.0,442,444
40.0,8880.0,-8.751430418669771e-05,0.0,1.0,B442,2263.8612989682124,0.0,443,445
40.0,8900.0,-8.589094795752317e-05,0.0,1.0,B443,2264.042993663043,0.0,444,446
40.0,8920.0,-8.426898107245506e-05,0.0,1.0,B444,2264.2238294449207,0.0,445,447
40.0,8940.0,-8.264841221716779e-05,0.0,1.0,B445,2264.403822533493,0.0,446,448
40.0,8960.0,-8.102924834929581e-05,0.0,1.0,B446,2264.58298913443,0.0,447,449
40.0,8980.0,-7.941149442558526e-05,0.0,1.0,B447,2264.7613454393595,0.0,448,450
40.0,9000.0,-7.779515408401494e-05,0.0,1.0,B448,2264.9389076258103,0.0,449,451
40.0,9020.0,-7.61802286888269e-05,0.0,1.0,B449,2265.115691857183,0.0,450,452
40.0,9040.0,-7.456671828549588e-05,0.0,1.0,B450,2265.291714282731,0.0,451,453
40.0,9060.0,-7.295462110050721e-05,0.0,1.0,B451,2265.4669910375633,0.0,452,454
40.0,9080.0,-7.134393363230628e-05,0.0,1.0,B452,2265.6415382426603,0.0,453,455
40.0,9100.0,-6.973465087867226e-05,0.0,1.0,B453,2265.8153720049095,0.0,454,456
40.0,9120.0,-6.812676624576853e-05,0.0,1.0,B454,2265.988508417154,0.0,455,457
40.0,9140.0,-6.65202711843449e-05,0.0,1.0,B455,2266.1609635582627,0.0,456,458
40.0,9160.0,-6.491515623565646e-05,0.0,1.0,B456,2266.3327534932087,0.0,457,459
40.0,9180.0,-6.331140975817107e-05,0.0,1.0,B457,2266.5038942731717,0.0,458,460
40.0,9200.0,-6.170901915538706e-05,0.0,1.0,B458,2266.6744019356474,0.0,459,461
40.0,9220.0,-6.0107969920863974e-05,0.0,1.0,B459,2266.844292504578,0.0,460,462
40.0,9240.0,-5.850824645676767e-05,0.0,1.0,B460,2267.0135819904945,0.0,461,463
40.0,9260.0,-5.690983166459773e-05,0.0,1.0,B461,2267.1822863906755,0.0,462,464
40.0,9280.0,-5.531270676328859e-05,0.0,1.0,B462,2267.3504216893148,0.0,463,465
40.0,9300.0,-5.371685219870415e-05,0.0,1.0,B463,2267.5180038577105,0.0,464,466
40.0,9320.0,-5.2122246552244183e-05,0.0,1.0,B464,2267.685048854462,0.0,465,467
40.0,9340.0,-5.05288675412885e-05,0.0,1.0,B465,2267.8515726256815,0.0,466,468
40.0,9360.0,-4.8936691291601166e-05,0.0,1.0,B466,2268.0175911052183,0.0,467,469
40.0,9380.0,-4.734569292850211e-05,0.0,1.0,B467,2268.183120214898,0.0,468,470
40.0,9400.0,-4.5755846576867044e-05,0.0,1.0,B468,2268.348175864768,0.0,469,471
40.0,9420.0,-4.4167124633531786e-05,0.0,1.0,B469,2268.512773953362,0.0,470,472
40.0,9440.0,-4.257949894963531e-05,0.0,1.0,B470,2268.676930367968,0.0,471,473
40.0,9460.0,-4.0992940012074544e-05,0.0,1.0,B471,2268.840660984918,0.0,472,474
40.0,9480.0,-3.9407417398251715e-05,0.0,1.0,B472,2269.0039816698772,0.0,473,475
40.0,9500.0,-3.782289954870066e-05,0.0,1.0,B473,2269.1669082781505,0.0,474,476
40.0,9520.0,-3.6239354039935284e-05,0.0,1.0,B474,2269.329456654997,0.0,475,477
40.0,9540.0,-3.465674749350001e-05,0.0,1.0,B475,2269.4916426359564,0.0,476,478
40.0,9560.0,-3.3075045485020384e-05,0.0,1.0,B476,2269.653482047179,0.0,477,479
40.0,9580.0,-3.149421313537459e-05,0.0,1.0,B477,2269.8149907057727,0.0,478,480
40.0,9600.0,-2.9914214201198772e-05,0.0,1.0,B478,2269.9761844201516,0.0,479,481
40.0,9620.0,-2.8335012029856443e-05,0.0,1.0,B479,2270.1370789903967,0.0,480,482
40.0,9640.0,-2.6756569059216415e-05,0.0,1.0,B480,2270.2976902086234,0.0,481,483
40.0,9660.0,-2.5178847135975956e-05,0.0,1.0,B481,2270.458033859357,0.0,482,484
40.0,9680.0,-2.3601807242812356e-05,0.0,1.0,B482,2270.618125719914,0.0,483,485
40.0,9700.0,-2.2025409998605026e-05,0.0,1.0,B483,2270.777981560792,0.0,484,486
40.0,9720.0,-2.0449615158213418e-05,0.0,1.0,B484,2270.937617146064,0.0,485,487
40.0,9740.0,-1.8874381976274893e-05,0.0,1.0,B485,2271.0970482337802,0.0,486,488
40.0,9760.0,-1.7299669480053126e-05,0.0,1.0,B486,2271.256290576375,0.0,487,489
40.0,9780.0,-1.572543560541817e-05,0.0,1.0,B487,2271.4153599210786,0.0,488,490
40.0,9800.0,-1.415163869751268e-05,0.0,1.0,B488,2271.5742720103335,0.0,489,491
40.0,9820.0,-1.2578235782712e-05,0.0,1.0,B489,2271.7330425822165,0.0,490,492
40.0,9840.0,-1.1005184296664085e-05,0.0,1.0,B490,2271.8916873708627,0.0,491,493
40.0,9860.0,-9.432440810996922e-06,0.0,1.0,B491,2272.0502221068964,0.0,492,494
40.0,9880.0,-7.859962033762713e-06,0.0,1.0,B492,2272.2086625178604,0.0,493,495
40.0,9900.0,-6.287704036367359e-06,0.0,1.0,B493,2272.3670243286515,0.0,494,496
40.0,9920.0,-4.715622935691499e-06,0.0,1.0,B494,2272.5253232619607,0.0,495,497
40.0,9940.0,-3.143674803141039e-06,0.0,1.0,B495,2272.6835750387077,0.0,496,498
40.0,9960.0,-1.5718152098997963e-06,0.0,1.0,B496,2272.8417953784856,0.0,497,499
0.0,9980.0,0.0,0.0,boundary,C499,2273.0,0.0,498,500
0.0,10000.0,0.0,0.0,boundary,C500,2273.0,0.0,499,0
